Parent,Venture,Description,Link
a16z,forta,,https://forta.org/
a16z,forte,,http://forte.io
a16z,forwardnetworks,,https://www.forwardnetworks.com/
a16z,foundation,,https://foundation.app/
a16z,foursquare,,https://foursquare.com
a16z,freenome,,https://www.freenome.com/
a16z,functiononcology,,https://functiononcology.com/
a16z,fusionio,,http://www.fusionio.com/
a16z,fwb,,https://www.fwb.help/
a16z,gainspeed,,http://www.gainspeed.com
a16z,genesistherapeutics,,https://www.genesistherapeutics.ai/
a16z,genius,,https://genius.com/
a16z,gigster,,https://gigster.com
a16z,github,,https://github.com/
a16z,glorify-com/,,https://glorify-app.com/
a16z,glowing,,https://glowing.com/
a16z,gobble,,https://www.gobble.com/
a16z,golden,,https://golden.com
a16z,gooddata,,https://www.gooddata.com/
a16z,graphite,,https://graphite.dev/
a16z,greenlight,,https://greenlight.com/
a16z,groupon,,https://www.groupon.com/
a16z,hadrian,,https://hadrian.co/
a16z,handshake,,http://handshake.org
a16z,harbor,,https://harbor.com/
a16z,stuzo,,https://www.stuzo.com/
a16z,headway,,https://headway.co/
a16z,healthiq,,https://www.healthiq.com/
a16z,hntlabs,,https://hntlabs.com/
a16z,hex,,https://hex.tech/
a16z,hipcamp,,http://hipcamp.com
a16z,hippocraticai,,http://hippocraticai.com
a16z,joinhonor,,https://www.joinhonor.com/
a16z,hopin,,https://hopin.com/
a16z,icracked,,http://www.icracked.com
a16z,idrx,,https://www.idrx.com/
a16z,ifttt,,https://ifttt.com
a16z,illumio,,https://www.illumio.com
a16z,imgur,,https://imgur.com/
a16z,imply,,https://imply.io/
a16z,improbable,,https://www.improbable.io/
a16z,incrediblehealth,,https://www.incrediblehealth.com/
a16z,inductive,,http://inductive.bio
a16z,insitro,,https://www.insitro.com/
a16z,instabase,,https://www.instabase.com
a16z,instacart,,http://instacart.com
a16z,instagram,,http://instagram.com
a16z,instart,,http://www.instart.com
a16z,intrinsic,,http://intrinsic.com
a16z,intro,,http://intro.co
a16z,inventa,,https://inventa.shop/
a16z,ironfish,,http://ironfish.network
a16z,irreverentlabs,,https://irreverentlabs.com
a16z,isovalent,,https://isovalent.com/
a16z,tryjeeves,,https://tryjeeves.com/
a16z,jopwell,,https://www.jopwell.com/
a16z,journera,,https://journera.com
a16z,julep,,https://www.julep.com/
a16z,juniperplatform,,http://juniperplatform.com
a16z,kadabrainc,,https://www.kadabrainc.com/
a16z,keepfinancial,,http://keepfinancial.com
a16z,keep,,https://keep.network/
a16z,keybase,,https://keybase.io
a16z,livekindred,,http://livekindred.com/
a16z,knowable,,https://knowable.fyi
a16z,koboldmetals,,https://www.koboldmetals.com
a16z,komodohealth,,http://komodohealth.com
a16z,konghq,,https://konghq.com
a16z,kosen,,http://kosen.ai
a16z,labelbox,,https://labelbox.com/
a16z,labster,,https://www.labster.com/
a16z,latitud,,http://latitud.com
a16z,layerzero,,https://layerzero.network/
a16z,levelshealth,,https://www.levelshealth.com/
a16z,lido,,https://lido.fi/
a16z,lightspark,,http://lightspark.com
a16z,lightup,,https://www.lightup.ai/
a16z,li,,https://www.li.me/
a16z,getlocalmotion,,http://www.getlocalmotion.com
a16z,loft,,http://loft.com.br
a16z,lookout,,http://lookout.com
a16z,loom,,http://loom.com
a16z,loopcrypto,,https://www.loopcrypto.xyz
a16z,lootrush,,http://lootrush.com
a16z,lowkey,,https://lowkey.gg
a16z,ltse,,https://ltse.com
a16z,lumos,,https://lumos.com/
a16z,lunchclub,,https://lunchclub.ai/
a16z,lyft,,http://lyft.com
a16z,lyrebird,,https://lyrebird.ai/
a16z,lytro,,http://www.lytro.com
a16z,macro,,http://macro.com
a16z,magicleap,,https://www.magicleap.com/
a16z,magnetbeauty,,https://magnetbeauty.com/
a16z,themainframe,,https://themainframe.com
a16z,makerdao,,https://makerdao.com/en/
a16z,manifold,,https://www.manifold.xyz/
a16z,markerlearning,,https://markerlearning.com/
a16z,marleymedical,,http://www.marleymedical.com/
a16z,material,,https://material.security
a16z,matik,,https://www.matik.io/
a16z,matter-labs,,https://matter-labs.io/
a16z,maven,,https://maven.com/
a16z,maxta,,https://www.maxta.com/
a16z,shop,,https://shop.mayvenn.com/
a16z,mazetx,,https://mazetx.com/
a16z,medium,,https://medium.com/
a16z,withmedley,,https://www.withmedley.com/
a16z,meitre,,https://meitre.com/en
a16z,mem,,https://mem.ai
a16z,mem,,https://mem.co/
a16z,memorahealth,,https://memorahealth.com
a16z,mercury,,https://mercury.com/
a16z,merits,,https://www.merits.com/
a16z,farcaster,,https://www.farcaster.xyz/
a16z,d2iq,,https://d2iq.com/
a16z,metaphor,,https://metaphor.io
a16z,metatheory,,http://metatheory.gg
a16z,methodfi,,https://methodfi.com/
a16z,metronome,,https://metronome.com/
a16z,mirror,,https://mirror.xyz/
a16z,mixpanel,,https://mixpanel.com/
a16z,modernfi,,http://modernfi.com/
a16z,moov,,https://moov.io/
a16z,morpho,,https://www.morpho.xyz/
a16z,mosaic,,https://mosaic.us/
a16z,mountaintop,,https://www.mountaintop.gg
a16z,mux,,http://mux.com
a16z,mvmnt,,https://mvmnt.io/
a16z,mystenlabs,,http://mystenlabs.com
a16z,mythical,,https://mythical.games
a16z,nansen,,http://nansen.com
a16z,usenash,,https://www.usenash.com/
a16z,nationbuilder,,https://nationbuilder.com/
a16z,near,,https://near.org/
a16z,neighbor,,https://www.neighbor.com/
a16z,netlify,,http://netlify.com
a16z,netography,,https://netography.com/
a16z,neuralmagic,,http://neuralmagic.com
a16z,newnew,,https://newnew.co
a16z,vmware,,https://www.vmware.com/products/nsx.html
a16z,nobellfoods,,https://www.nobellfoods.com/
a16z,leagueofkingdoms,,http://leagueofkingdoms.com
a16z,helium,,https://www.helium.com/
a16z,nymtech,,https://nymtech.net/
a16z,oasislabs,,https://www.oasislabs.com/
a16z,octant,,https://www.octant.bio/
a16z,store,,https://store.facebook.com/quest/
a16z,withodyssey,,http://withodyssey.com
a16z,OdysseyInteractive,,http://OdysseyInteractive.gg
a16z,offerup,,https://offerup.com/
a16z,okta,,https://www.okta.com/
a16z,omadahealth,,https://www.omadahealth.com/
a16z,ocp,,http://ocp.gg
a16z,onemoregame,,https://www.onemoregame.com
a16z,onshape,,https://www.onshape.com/en/
a16z,openbazaar,,https://openbazaar.org/
a16z,opendoor,,https://www.opendoor.com/
a16z,opengov,,http://www.opengov.com
a16z,openinvest,,https://www.openinvest.com
a16z,opensea,,https://opensea.io/
a16z,optimism,,https://optimism.io/
a16z,optimizely,,https://www.optimizely.com/
a16z,optimyze,,https://www.optimyze.cloud
a16z,orbit,,https://orbit.love/
a16z,orbitaltx,,https://orbitaltx.com/
a16z,Orchestra,,http://Orchestra.bio
a16z,orchid,,https://www.orchid.com/
a16z,orderful,,https://www.orderful.com/
a16z,withotter,,https://withotter.com/
a16z,overtime,,https://overtime.tv/
a16z,overwolf,,https://www.overwolf.com/
a16z,pahdolabs,,https://www.pahdolabs.com/
a16z,parsecgaming,,https://parsecgaming.com
a16z,partybid,,https://www.partybid.app/
a16z,patch,,https://www.patch.io
a16z,patinahealth,,https://patinahealth.com/
a16z,pave,,http://pave.com
a16z,payall,,https://payall.com/
a16z,payrails,,http://payrails.com/
a16z,pearlhealth,,https://pearlhealth.com/
a16z,peerstreet,,https://www.peerstreet.com
a16z,people,,https://people.ai/
a16z,phantom,,http://phantom.app
a16z,pietrastudio,,https://www.pietrastudio.com/careers
a16z,pindrop,,https://www.pindrop.com/
a16z,pinterest,,http://pinterest.com
a16z,champions,,https://www.champions.io/
a16z,plaid,,http://plaid.com
a16z,planetscale,,https://planetscale.com/
a16z,platfora,,http://www.platfora.com
a16z,point,,https://point.com
a16z,polychain,,https://polychain.capital/
a16z,polywork,,https://www.polywork.com/
a16z,pomelocare,,http://pomelocare.com
a16z,practice,,https://practice.do/
a16z,preset,,https://preset.io/
a16z,prismsvr,,http://prismsvr.com/
a16z,producthunt,,http://producthunt.com
a16z,prologue,,https://prologue.xyz/
a16z,proof,,https://www.proof.xyz/
a16z,joinpropel,,http://joinpropel.com
a16z,protocol,,http://protocol.ai
a16z,proven,,https://www.proven.com/
a16z,pynhq,,http://pynhq.com
a16z,q,,https://q.bio/
a16z,queenly,,https://queenly.com/
a16z,rabb,,https://rabb.it
a16z,raidbase,,http://raidbase.com
a16z,rapidapi,,https://rapidapi.com
a16z,rappi,,https://www.rappi.com/
a16z,rasa,,http://rasa.com
a16z,reface,,https://reface.ai/
a16z,reflektive,,https://www.reflektive.com/
a16z,reforge,,https://www.reforge.com
a16z,replay,,https://replay.io/
a16z,replicate,,https://replicate.com/
a16z,replit,,http://replit.com
a16z,rewatch,,http://rewatch.com
a16z,rewind,,https://www.rewind.ai/about
a16z,rezotx,,http://rezotx.com
a16z,ribbonhealth,,https://www.ribbonhealth.com/
a16z,rival,,https://rival.co/
a16z,rive,,https://rive.app
a16z,rly,,https://rly.network/
a16z,corp,,http://corp.roblox.com
a16z,rometx,,https://rometx.com/home/
a16z,royal,,http://royal.io
a16z,RTFKT,,http://RTFKT.com
a16z,runtheworld,,https://www.runtheworld.today/
a16z,rutter,,https://www.rutter.com/
a16z,rye,,https://rye.store
a16z,samsara,,http://samsara.com
a16z,sandboxvr,,https://sandboxvr.com/
a16z,sardine,,https://www.sardine.ai/
a16z,scififoods,,https://scififoods.com/
a16z,Scribetx,,http://Scribetx.com
a16z,seasonhealth,,https://seasonhealth.com
a16z,seedfi,,http://seedfi.com
a16z,seidr,,https://www.seidr.com
a16z,sentilink,,https://www.sentilink.com/
a16z,sequencehq,,https://www.sequencehq.com/
a16z,setpoint,,http://www.setpoint.io
a16z,shapeways,,https://www.shapeways.com/
a16z,shef,,http://shef.com
a16z,shibuya,,https://shibuya.xyz/
a16z,shield,,https://shield.ai/
a16z,shift,,http://shift.org
a16z,shoplocale,,http://shoplocale.com
a16z,sidumathera,,http://sidumathera.com
a16z,signalfx,,http://www.signalfx.com
a16z,sigopt,,http://sigopt.com
a16z,usesilo,,https://usesilo.com/
a16z,rsa,,https://www.rsa.com/products/
a16z,singularity6,,https://www.singularity6.com/
a16z,sisudata,,https://sisudata.com/
a16z,skout,,https://www.skout.com/
a16z,axieinfinity,,http://axieinfinity.com
a16z,skydio,,http://skydio.com
a16z,skype,,https://www.skype.com/en/
a16z,skysafe,,https://www.skysafe.io
a16z,slack,,http://slack.com
a16z,sleeper,,https://sleeper.com
a16z,smartcar,,https://smartcar.com
a16z,snackpass,,http://snackpass.co
a16z,snaplogic,,https://www.snaplogic.com/
a16z,snapser,,http://snapser.com
a16z,solana,,https://solana.com/
a16z,sound,,https://www.sound.xyz/
a16z,about,,http://about.sourcegraph.com
a16z,soylent,,https://soylent.com/
a16z,spacex,,http://spacex.com
a16z,spade,,http://spade.com
a16z,spoton,,http://spoton.com
a16z,sprig,,http://sprig.com
a16z,sprinterhealth,,http://sprinterhealth.com
a16z,spruceid,,https://spruceid.com/
a16z,stackoverflowbusiness,,https://www.stackoverflowbusiness.com/
a16z,stackerhq,,https://www.stackerhq.com/
a16z,starburst,,https://www.starburst.io/
a16z,starstockgroup,,http://starstockgroup.com
a16z,startplaying,,http://startplaying.games/
a16z,stelolabs,,http://stelolabs.com
a16z,stoik,,http://stoik.io
a16z,stonks,,https://www.stonks.com/
a16z,stripe,,http://stripe.com
a16z,substack,,https://substack.com/
a16z,superevilmegacorp,,https://www.superevilmegacorp.com/
a16z,superhuman,,https://superhuman.com/
a16z,supermove,,https://supermove.com
a16z,svix,,http://svix.com/
a16z,swiftype,,https://swiftype.com/
a16z,synapsefi,,https://synapsefi.com/
a16z,syndicateprotocol,,https://www.syndicateprotocol.org/
a16z,synonym,,http://synonym.bio/
a16z,tabular,,https://tabular.io
a16z,Tackle,,http://Tackle.io
a16z,meettally,,https://www.meettally.com/
a16z,jenkinsthevalet,,https://www.jenkinsthevalet.com/
a16z,Talos,,http://Talos.com
a16z,tanium,,http://tanium.com
a16z,tecton,,http://tecton.ai
a16z,teespring,,https://teespring.com/
a16z,teleport,,http://teleport.org
a16z,telluscom,,http://tellusapp.com
a16z,tenfold,,https://www.tenfold.com/
a16z,thatch,,https://thatch.ai/
a16z,thecoterie,,https://www.thecoterie.co/
a16z,thymecare,,https://www.thymecare.com/
a16z,insightsoftware,,https://insightsoftware.com/tidemark/
a16z,tilt,,http://tilt.com
a16z,tinyco,,http://www.tinyco.com
a16z,titan,,http://titan.com
a16z,urbit,,https://urbit.org/
a16z,tmunity,,https://www.tmunity.com/
a16z,tokagroup,,http://tokagroup.com
a16z,tomfoolery,,http://www.tomfoolery.com
a16z,home,,https://home.tomorrowhealth.com/
a16z,jointopo,,http://jointopo.com
a16z,tradeblock,,https://tradeblock.com
a16z,wise,,https://wise.com/
a16z,navan,,https://navan.com/
a16z,trucksmarter,,https://www.trucksmarter.com/
a16z,trufflesecurity,,https://trufflesecurity.com/
a16z,trunk,,https://trunk.io/
a16z,trusttoken,,https://www.trusttoken.com/
a16z,turntable,,https://turntable.fm/
a16z,turquoise,,https://turquoise.health/
a16z,txn,,https://txn.com/
a16z,udacity,,https://www.udacity.com/
a16z,ultimagenomics,,http://ultimagenomics.com
a16z,unify,,http://unify.id
a16z,uniswap,,https://uniswap.org/
a16z,unitedmasters,,https://unitedmasters.com/
a16z,usermind,,https://usermind.com
a16z,getvaas,,http://getvaas.com
a16z,valarlabs,,http://valarlabs.com
a16z,valon,,https://www.valon.com/
a16z,valoracom/,,https://valoraapp.com/
a16z,vantage,,https://www.vantage.sh/
a16z,veefriends,,http://veefriends.com
a16z,ventustx,,https://www.ventustx.com/
a16z,verygoodsecurity,,https://www.verygoodsecurity.com/
a16z,usevesta,,http://usevesta.com
a16z,vicinitas,,http://vicinitas.com
a16z,viki,,https://www.viki.com/
a16z,vitally,,https://vitally.io/
a16z,voldex,,https://voldex.com/
a16z,walkerandcompany,,https://walkerandcompany.com/
a16z,goldfinch,,http://goldfinch.finance
a16z,waymarkcare,,https://www.waymarkcare.com/
a16z,waymo,,http://waymo.com
a16z,whatifi,,https://whatifi.com/
a16z,whatnot,,https://www.whatnot.com/
a16z,wingspan,,https://www.wingspan.app/
a16z,wit,,https://wit.ai/
a16z,getsupernatural,,https://www.getsupernatural.com/
a16z,wonderschool,,https://www.wonderschool.com
a16z,workboard,,http://workboard.com
a16z,workrise,,https://www.workrise.com/
a16z,worldcoin,,https://worldcoin.org/
a16z,wrapbook,,https://www.wrapbook.com/
a16z,x,,https://www.x.build/
a16z,xmtp,,https://xmtp.com
a16z,yieldguild,,https://yieldguild.io/
a16z,yubico,,https://www.yubico.com/
a16z,yuga,,https://www.yuga.com/
a16z,zleague,,https://www.zleague.gg/
a16z,zed,,https://zed.run/
a16z,linera,,https://linera.io/
a16z,zenefits,,https://www.zenefits.com/
a16z,flyzipline,,https://www.flyzipline.com/
a16z,zulily,,https://www.zulily.com/
a16z,getzuma,,https://www.getzuma.com/
a16z,zushealth,,https://zushealth.com/
a16z,zynga,,http://zynga.com
